"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
"5437","Richmond","2 Peers St",2,"h",870000,"SP","Biggin",2016-08-28,2.6,3121,2,1,1,100,NA,NA,"Yarra",-37.8136,144.9927,"Northern Metropolitan",14949
"5438","Richmond","29a Abinger St",3,"h",1185000,"S","hockingstuart",2016-07-30,2.6,3121,2,2,1,135,NA,NA,"Yarra",-37.8202,145.0013,"Northern Metropolitan",14949
"5439","Richmond","20 Lincoln St",4,"h",1212500,"S","Kay",2016-07-30,2.6,3121,4,3,2,108,108,2010,"Yarra",-37.8129,145.0013,"Northern Metropolitan",14949
"5440","Richmond","24 The Crofts",2,"h",1125000,"S","hockingstuart",2016-07-30,2.6,3121,2,1,0,103,74,1900,"Yarra",-37.8199,144.9911,"Northern Metropolitan",14949
"5441","Richmond","5 Union St",3,"h",1520000,"S","Biggin",2016-07-30,2.6,3121,3,1,2,248,100,1900,"Yarra",-37.8185,144.9935,"Northern Metropolitan",14949
"5442","Rosanna","20 Rowell St",5,"h",1101500,"S","Nelson",2016-09-03,11.4,3084,4,2,1,629,207,1960,"Banyule",-37.7395,145.0773,"Eastern Metropolitan",3540
"5443","Rosanna","21 Darvall St",2,"h",971000,"S","Miles",2016-06-04,11.4,3084,3,1,1,608,NA,NA,"Banyule",-37.7407,145.0612,"Eastern Metropolitan",3540
"5444","Rosanna","101 Ellesmere Pde",4,"h",1020000,"PI","Fletchers",2016-05-07,11.4,3084,4,2,2,843,181,1940,"Banyule",-37.7348,145.0656,"Eastern Metropolitan",3540
"5445","Rosanna","2/236 Lower Plenty Rd",3,"u",560000,"VB","Miles",2016-05-07,11.4,3084,3,1,1,213,112,2000,"Banyule",-37.7386,145.0733,"Eastern Metropolitan",3540
"5446","Rosanna","21 Ruthven St",3,"h",1050000,"SP","Miles",2016-05-07,11.4,3084,3,1,2,1016,205,1950,"Banyule",-37.7299,145.0656,"Eastern Metropolitan",3540
"5447","Rosanna","48 Grove Rd",3,"h",1155000,"S","Miles",2016-09-10,11.4,3084,3,2,1,608,NA,NA,"Banyule",-37.7439,145.0688,"Eastern Metropolitan",3540
"5448","Rosanna","16/77 St James Rd",2,"t",531000,"S","Nelson",2016-09-10,11.4,3084,2,1,1,83,89,1990,"Banyule",-37.747,145.07,"Eastern Metropolitan",3540
"5449","Rosanna","166 Rosanna Rd",3,"h",620000,"VB","Miles",2016-12-10,11.4,3084,3,1,0,454,134,1940,"Banyule",-37.7449,145.072,"Eastern Metropolitan",3540
"5450","Rosanna","70 McCrae Rd",3,"h",780000,"S","Barry",2017-02-11,11.4,3084,3,1,2,627,154,1970,"Banyule",-37.7367,145.0797,"Eastern Metropolitan",3540
"5451","Rosanna","11 Thomson Dr",4,"h",1051000,"SP","Nelson",2016-11-12,11.4,3084,4,2,2,651,NA,NA,"Banyule",-37.7338,145.0703,"Eastern Metropolitan",3540
"5452","Rosanna","1 Hillside Rd",5,"h",2530000,"S","Miles",2016-08-13,11.4,3084,5,3,1,1850,NA,1910,"Banyule",-37.7465,145.0612,"Eastern Metropolitan",3540
"5453","Rosanna","1/249 Lower Plenty Rd",3,"h",720000,"SP","hockingstuart",2016-08-13,11.4,3084,3,1,2,604,NA,NA,"Banyule",-37.7377,145.0737,"Eastern Metropolitan",3540
"5454","Rosanna","5/37 Grandview Gr",2,"u",633000,"S","Miles",2016-05-14,11.4,3084,3,1,1,210,NA,NA,"Banyule",-37.7417,145.0613,"Eastern Metropolitan",3540
"5455","Rosanna","1/241 Lower Plenty Rd",2,"h",725000,"S","Buckingham",2016-05-14,11.4,3084,2,2,2,336,NA,1945,"Banyule",-37.7381,145.073,"Eastern Metropolitan",3540
"5456","Rosanna","1/73 Lower Plenty Rd",4,"h",821000,"SP","Nelson",2016-05-14,11.4,3084,3,1,2,403,148,1950,"Banyule",-37.7437,145.0633,"Eastern Metropolitan",3540
"5457","Rosanna","3/9 Mountain View Pde",4,"h",915000,"SP","Nelson",2016-05-14,11.4,3084,4,3,2,0,185,2008,"Banyule",-37.7449,145.0596,"Eastern Metropolitan",3540
"5458","Rosanna","3/201 Rosanna Rd",3,"u",6e+05,"S","Miles",2016-05-14,11.4,3084,3,2,2,169,NA,2010,"Banyule",-37.7415,145.0726,"Eastern Metropolitan",3540
"5459","Rosanna","27 Thomson Dr",4,"h",890000,"VB","Miles",2016-05-14,11.4,3084,4,3,2,583,182,1970,"Banyule",-37.733,145.0694,"Eastern Metropolitan",3540
"5460","Rosanna","180 Grandview Gr",6,"h",1245000,"S","Nelson",2016-04-16,11.4,3084,3,3,4,911,NA,NA,"Banyule",-37.7312,145.0635,"Eastern Metropolitan",3540
"5461","Rosanna","11/77 McCrae Rd",2,"h",430000,"S","hockingstuart",2016-04-16,11.4,3084,2,1,1,164,83,1980,"Banyule",-37.7362,145.079,"Eastern Metropolitan",3540
"5462","Rosanna","68 Finlayson St",3,"h",860000,"S","Miles",2016-07-16,11.4,3084,3,1,2,583,NA,NA,"Banyule",-37.7346,145.0715,"Eastern Metropolitan",3540
"5463","Rosanna","51 Davies St",3,"h",1012000,"S","Fletchers",2016-09-17,11.4,3084,3,2,1,323,142,2015,"Banyule",-37.7359,145.0614,"Eastern Metropolitan",3540
"5464","Rosanna","109 Ellesmere Pde",3,"h",1020000,"SP","Miles",2016-09-17,11.4,3084,3,1,2,927,141,1960,"Banyule",-37.7342,145.0658,"Eastern Metropolitan",3540
"5465","Rosanna","3/81 Lower Plenty Rd",2,"u",635000,"PI","Fletchers",2017-03-18,11.4,3084,2,1,1,203,NA,NA,"Banyule",-37.7432,145.0631,"Eastern Metropolitan",3540
"5466","Rosanna","13/77 St James Rd",2,"t",515000,"SP","Nelson",2017-03-18,11.4,3084,2,1,1,73,NA,NA,"Banyule",-37.7472,145.0702,"Eastern Metropolitan",3540
"5467","Rosanna","206 Waiora Rd",4,"h",1610000,"S","Bekdon",2016-06-18,11.4,3084,4,1,4,1613,NA,NA,"Banyule",-37.7324,145.0606,"Eastern Metropolitan",3540
"5468","Rosanna","22 Douglas St",2,"h",1200000,"S","Miles",2016-11-19,11.4,3084,2,1,1,757,NA,NA,"Banyule",-37.7428,145.07,"Eastern Metropolitan",3540
"5469","Rosanna","54 Grove Rd",4,"h",1270000,"S","Fletchers",2016-05-22,11.4,3084,4,2,4,604,230,1950,"Banyule",-37.7435,145.0686,"Eastern Metropolitan",3540
"5470","Rosanna","9 Greensborough Rd",3,"h",515000,"S","Ray",2016-09-24,11.4,3084,3,2,1,606,99,1955,"Banyule",-37.7347,145.0783,"Eastern Metropolitan",3540
"5471","Rosanna","4/37 Grandview Gr",3,"u",780000,"S","Miles",2017-02-25,11.4,3084,3,1,2,239,NA,NA,"Banyule",-37.7417,145.061,"Eastern Metropolitan",3540
"5472","Rosanna","10 Stokes St",3,"h",1e+06,"S","Barry",2017-02-25,11.4,3084,3,1,1,826,NA,NA,"Banyule",-37.7352,145.0714,"Eastern Metropolitan",3540
"5473","Rosanna","1/8 Stokes St",3,"h",867000,"SP","Nelson",2017-02-25,11.4,3084,3,1,1,355,51,1960,"Banyule",-37.7352,145.0713,"Eastern Metropolitan",3540
"5474","Rosanna","14 Invermay Gr",3,"h",945000,"S","Miles",2016-07-26,11.4,3084,3,1,1,625,135,1960,"Banyule",-37.7412,145.0642,"Eastern Metropolitan",3540
"5475","Rosanna","4/32 Lower Plenty Rd",2,"u",618000,"S","Miles",2016-11-27,11.4,3084,2,1,1,151,96,1980,"Banyule",-37.7458,145.0609,"Eastern Metropolitan",3540
"5476","Rosanna","14 Milford Gr",4,"h",1720000,"S","Miles",2016-11-27,11.4,3084,4,4,2,1215,NA,NA,"Banyule",-37.7387,145.0729,"Eastern Metropolitan",3540
"5477","Rosanna","2/237 Rosanna Rd",3,"u",601000,"S","Barry",2016-05-28,11.4,3084,3,2,1,217,142,2006,"Banyule",-37.7388,145.0742,"Eastern Metropolitan",3540
"5478","Rosanna","20 Finlayson St",3,"h",852000,"S","Nelson",2016-08-28,11.4,3084,3,1,1,776,NA,1946,"Banyule",-37.7393,145.0685,"Eastern Metropolitan",3540
"5479","Rosanna","6/3 Prospect Rd",2,"u",452000,"S","Nelson",2016-08-28,11.4,3084,2,1,1,0,NA,1965,"Banyule",-37.7458,145.0659,"Eastern Metropolitan",3540
"5480","Rosanna","7 Douglas St",4,"h",1021000,"S","Nelson",2016-07-30,11.4,3084,4,2,2,782,NA,1950,"Banyule",-37.7433,145.0716,"Eastern Metropolitan",3540
"5481","Rosanna","3/25 Ellesmere Pde",3,"t",710000,"S","Buckingham",2016-07-30,11.4,3084,3,1,1,174,NA,NA,"Banyule",-37.7404,145.0648,"Eastern Metropolitan",3540
"5482","Rosanna","3/165 Mountain View Pde",3,"t",990000,"S","Miles",2016-07-30,11.4,3084,3,2,2,276,NA,NA,"Banyule",-37.7336,145.0615,"Eastern Metropolitan",3540
"5483","Rosanna","23 Silk St",3,"h",908000,"S","Miles",2016-07-30,11.4,3084,3,1,2,692,125,1950,"Banyule",-37.7345,145.0753,"Eastern Metropolitan",3540
"5484","Seddon","56 Hamilton St",3,"h",1145000,"S","Burnham",2016-09-03,6.6,3011,3,1,1,350,116,1890,"Maribyrnong",-37.8094,144.8869,"Western Metropolitan",2417
"5485","Seddon","14 Pole St",3,"h",970000,"S","Jas",2016-12-03,6.6,3011,3,1,0,137,98,1890,"Maribyrnong",-37.8078,144.8972,"Western Metropolitan",2417
"5486","Seddon","38 Lily St",3,"h",1325000,"VB","Jas",2016-06-04,6.6,3011,3,3,2,227,211,2015,"Maribyrnong",-37.8033,144.8897,"Western Metropolitan",2417
"5487","Seddon","24/294 Nicholson St",2,"u",450000,"S","Village",2016-08-06,6.6,3011,2,1,2,0,65,1970,"Maribyrnong",-37.8087,144.8978,"Western Metropolitan",2417
"5488","Seddon","58 Station Rd",3,"h",1330000,"S","Sweeney",2016-11-07,6.6,3011,3,3,2,168,187,2012,"Maribyrnong",-37.8066,144.887,"Western Metropolitan",2417
"5489","Seddon","44 Alexander St",3,"h",1075000,"SP","Jas",2016-10-08,6.6,3011,3,2,1,306,140,1900,"Maribyrnong",-37.8038,144.8896,"Western Metropolitan",2417
"5490","Seddon","50 Hyde St",3,"h",937500,"S","Village",2016-10-08,6.6,3011,2,2,2,409,NA,NA,"Maribyrnong",-37.8097,144.8987,"Western Metropolitan",2417
"5491","Seddon","38 Lily St",3,"h",1350000,"PI","Village",2016-10-08,6.6,3011,3,3,2,227,211,2015,"Maribyrnong",-37.8033,144.8897,"Western Metropolitan",2417
"5492","Seddon","15 Pentland Pde",4,"h",1201000,"S","Village",2016-12-10,6.6,3011,4,2,1,299,158,1910,"Maribyrnong",-37.8087,144.8952,"Western Metropolitan",2417
"5493","Seddon","61 Station Rd",3,"h",990000,"S","Jas",2016-11-12,6.6,3011,3,1,0,371,134,1910,"Maribyrnong",-37.8066,144.8853,"Western Metropolitan",2417
"5494","Seddon","1/26 emma St",2,"t",720000,"SP","Greg",2016-05-14,6.6,3011,2,1,1,126,127,2011,"Maribyrnong",-37.8045,144.8898,"Western Metropolitan",2417
"5495","Seddon","5 Henry St",2,"h",780000,"S","Jas",2016-10-15,6.6,3011,2,1,1,176,NA,NA,"Maribyrnong",-37.8052,144.8883,"Western Metropolitan",2417
"5496","Seddon","64 Pilgrim St",3,"h",880000,"SP","Jas",2016-10-15,6.6,3011,3,1,0,216,125,1890,"Maribyrnong",-37.8052,144.8941,"Western Metropolitan",2417
"5497","Seddon","38 Alfred St",3,"h",920000,"PI","Jas",2016-04-16,6.6,3011,3,2,2,0,132,2000,"Maribyrnong",-37.8057,144.8857,"Western Metropolitan",2417
"5498","Seddon","11 Hotham St",3,"h",1395000,"SP","Jas",2016-04-16,6.6,3011,3,1,2,467,155,1946,"Maribyrnong",-37.8093,144.8941,"Western Metropolitan",2417
"5499","Seddon","16 Margaret St",3,"h",965000,"S","Jas",2016-04-16,6.6,3011,3,1,0,217,104,1910,"Maribyrnong",-37.8037,144.8874,"Western Metropolitan",2417
"5500","Seddon","258 Nicholson St",3,"h",920000,"VB","Jas",2016-07-16,6.6,3011,3,2,1,309,149,1910,"Maribyrnong",-37.807,144.898,"Western Metropolitan",2417
"5501","Seddon","24 Perry St",3,"h",1001000,"S","Jas",2016-07-16,6.6,3011,2,1,1,256,NA,NA,"Maribyrnong",-37.8086,144.8927,"Western Metropolitan",2417
"5502","Seddon","2 Skipper La",2,"t",755000,"SP","Village",2016-07-16,6.6,3011,2,2,1,97,NA,NA,"Maribyrnong",-37.8044,144.8941,"Western Metropolitan",2417
"5503","Seddon","70 Station Rd",3,"h",875000,"S","Jas",2016-07-16,6.6,3011,3,2,2,193,154,2000,"Maribyrnong",-37.8065,144.8866,"Western Metropolitan",2417
"5504","Seddon","5 Williamstown Rd",2,"h",822500,"SP","Biggin",2016-09-17,6.6,3011,2,2,1,228,111,1930,"Maribyrnong",-37.8034,144.8855,"Western Metropolitan",2417
"5505","Seddon","52 Alexander St",2,"h",990000,"S","Burnham",2017-03-18,6.6,3011,2,1,2,306,NA,NA,"Maribyrnong",-37.8037,144.8893,"Western Metropolitan",2417
"5506","Seddon","22 Alfred St",3,"h",1080000,"VB","Village",2017-03-18,6.6,3011,3,1,0,234,111,1900,"Maribyrnong",-37.8051,144.8858,"Western Metropolitan",2417
"5507","Seddon","34 Princess St",3,"h",1126000,"S","Jas",2017-03-18,6.6,3011,3,1,0,357,NA,NA,"Maribyrnong",-37.8103,144.8962,"Western Metropolitan",2417
"5508","Seddon","2 Seddon St",2,"h",1025000,"SP","Sweeney",2017-03-18,6.6,3011,2,1,0,248,NA,NA,"Maribyrnong",-37.8083,144.8896,"Western Metropolitan",2417
"5509","Seddon","93 Williamstown Rd",5,"h",1275000,"SP","Jas",2017-03-18,6.6,3011,5,3,1,386,218,1890,"Maribyrnong",-37.8078,144.8846,"Western Metropolitan",2417
"5510","Seddon","20 Greig St",3,"h",881000,"S","Jas",2016-06-18,6.6,3011,2,1,2,217,NA,NA,"Maribyrnong",-37.8075,144.8909,"Western Metropolitan",2417
"5511","Seddon","27 thomson St",2,"h",955000,"SP","Jas",2016-11-19,6.6,3011,2,1,0,148,72,1912,"Maribyrnong",-37.8084,144.8907,"Western Metropolitan",2417
"5512","Seddon","4 webster St",4,"h",1455000,"SP","Jas",2016-11-19,6.6,3011,4,2,3,571,198,1920,"Maribyrnong",-37.809,144.8865,"Western Metropolitan",2417
"5513","Seddon","8/294 Nicholson St",1,"u",215000,"VB","Greg",2016-05-22,6.6,3011,1,1,1,0,NA,NA,"Maribyrnong",-37.8087,144.8978,"Western Metropolitan",2417
"5514","Seddon","204/2 Alexander St",2,"u",533000,"S","Jas",2016-08-22,6.6,3011,2,1,1,0,62,2012,"Maribyrnong",-37.8042,144.892,"Western Metropolitan",2417
"5515","Seddon","23 Henry St",3,"h",1200000,"S","Burnham",2016-08-22,6.6,3011,2,1,1,374,NA,NA,"Maribyrnong",-37.8057,144.8882,"Western Metropolitan",2417
"5516","Seddon","32 Walter St",4,"h",970000,"VB","Jas",2016-04-23,6.6,3011,2,2,1,149,127,1920,"Maribyrnong",-37.8047,144.8948,"Western Metropolitan",2417
"5517","Seddon","10/117 Albert St",2,"u",355000,"S","Sweeney",2016-09-24,6.6,3011,2,1,1,0,71,1975,"Maribyrnong",-37.8066,144.8971,"Western Metropolitan",2417
"5518","Seddon","54 Charles St",3,"h",1032000,"SP","Village",2017-02-25,6.6,3011,3,1,0,224,136,1900,"Maribyrnong",-37.8067,144.8934,"Western Metropolitan",2417
"5519","Seddon","8 Perry St",2,"h",887000,"S","Jas",2016-07-26,6.6,3011,2,1,1,170,NA,NA,"Maribyrnong",-37.8082,144.8928,"Western Metropolitan",2417
"5520","Seddon","3 South St",3,"h",965000,"S","Williams",2016-06-27,6.6,3011,3,1,1,283,NA,1940,"Maribyrnong",-37.8064,144.8944,"Western Metropolitan",2417
"5521","Seddon","6 Staff St",4,"h",920000,"PI","Biggin",2016-05-28,6.6,3011,2,1,0,274,NA,NA,"Maribyrnong",-37.8039,144.8929,"Western Metropolitan",2417
"5522","Seddon","18 William St",4,"h",1270000,"S","Jas",2016-05-28,6.6,3011,3,1,1,352,150,1890,"Maribyrnong",-37.8059,144.8899,"Western Metropolitan",2417
"5523","Seddon","28 Lily St",3,"h",1310000,"S","Nelson",2016-08-28,6.6,3011,3,2,1,229,NA,NA,"Maribyrnong",-37.8032,144.8892,"Western Metropolitan",2417
"5524","Seddon","80 Gamon St",2,"h",815000,"S","Chisholm",2016-07-30,6.6,3011,2,1,0,172,81,1900,"Maribyrnong",-37.81,144.8896,"Western Metropolitan",2417
"5525","Seddon","278 Nicholson St",2,"h",701000,"PI","Village",2016-07-30,6.6,3011,2,1,0,164,NA,1910,"Maribyrnong",-37.8078,144.8979,"Western Metropolitan",2417
"5526","South Melbourne","806/50 Albert Rd",2,"u",593000,"S","Dingle",2016-09-03,2.1,3205,2,2,1,0,83,2012,"Port Phillip",-37.8341,144.9713,"Southern Metropolitan",5943
"5527","South Melbourne","157 Napier St",3,"h",1600000,"SP","Marshall",2016-09-03,2.1,3205,3,2,1,88,93,1890,"Port Phillip",-37.8363,144.9628,"Southern Metropolitan",5943
"5528","South Melbourne","18 Cobden St",2,"h",920500,"S","Greg",2016-12-03,2.1,3205,2,1,0,114,NA,NA,"Port Phillip",-37.8344,144.9686,"Southern Metropolitan",5943
"5529","South Melbourne","396 Dorcas St",4,"h",1620000,"S","Greg",2016-12-03,2.1,3205,4,2,0,163,153,1890,"Port Phillip",-37.8355,144.951,"Southern Metropolitan",5943
"5530","South Melbourne","218 Ferrars St",1,"h",1002000,"S","Marshall",2016-12-03,2.1,3205,1,1,0,84,NA,1912,"Port Phillip",-37.8332,144.9548,"Southern Metropolitan",5943
"5531","South Melbourne","294 Moray St",2,"h",1355000,"S","Marshall",2016-12-03,2.1,3205,2,1,0,101,NA,NA,"Port Phillip",-37.8359,144.9644,"Southern Metropolitan",5943
"5532","South Melbourne","25 Mountain St",3,"h",1270000,"S","hockingstuart",2017-03-04,2.1,3205,3,1,0,149,104,1900,"Port Phillip",-37.8374,144.9495,"Southern Metropolitan",5943
"5533","South Melbourne","38 Tribe St",3,"h",2633000,"S","Marshall",2017-03-04,2.1,3205,3,1,0,276,119,1900,"Port Phillip",-37.838,144.9489,"Southern Metropolitan",5943
"5534","South Melbourne","144 Cobden St",3,"h",1405000,"PI","Greg",2016-06-04,2.1,3205,3,1,1,181,117,1880,"Port Phillip",-37.8365,144.9631,"Southern Metropolitan",5943
"5535","South Melbourne","16/63 Dorcas St",2,"u",575000,"SP","Greg",2016-06-04,2.1,3205,2,2,1,0,NA,2001,"Port Phillip",-37.8311,144.9679,"Southern Metropolitan",5943
"5536","South Melbourne","3 Park Pl",1,"u",760500,"S","Marshall",2016-06-04,2.1,3205,2,0,0,438,NA,NA,"Port Phillip",-37.8353,144.96,"Southern Metropolitan",5943
"5537","South Melbourne","352 Moray St",4,"h",2260000,"PI","Marshall",2016-05-07,2.1,3205,5,3,0,190,232,1856,"Port Phillip",-37.8377,144.9653,"Southern Metropolitan",5943
"5538","South Melbourne","33 Mountain St",2,"h",1150000,"S","Greg",2016-05-07,2.1,3205,2,1,0,113,NA,NA,"Port Phillip",-37.8373,144.9493,"Southern Metropolitan",5943
"5539","South Melbourne","72 Smith St",3,"h",1595000,"SP","Marshall",2016-05-07,2.1,3205,3,2,0,171,126,1890,"Port Phillip",-37.8391,144.9501,"Southern Metropolitan",5943
"5540","South Melbourne","13/182 Albert Rd",2,"u",595000,"S","hockingstuart",2016-11-07,2.1,3205,2,1,1,0,76,2004,"Port Phillip",-37.8369,144.968,"Southern Metropolitan",5943
"5541","South Melbourne","1901/50 Albert Rd",2,"u",490000,"S","Dingle",2016-11-07,2.1,3205,2,1,1,0,56,2013,"Port Phillip",-37.8341,144.9713,"Southern Metropolitan",5943
"5542","South Melbourne","247 York St",3,"h",1250000,"S","Greg",2016-10-08,2.1,3205,3,2,0,224,113,1890,"Port Phillip",-37.8329,144.9529,"Southern Metropolitan",5943
"5543","South Melbourne","126/69 Dorcas St",3,"u",862000,"S","Greg",2016-09-10,2.1,3205,3,2,2,0,NA,2001,"Port Phillip",-37.8311,144.9679,"Southern Metropolitan",5943
"5544","South Melbourne","315 Moray St",4,"h",2180000,"S","Marshall",2016-12-10,2.1,3205,4,3,1,200,153,1860,"Port Phillip",-37.836,144.965,"Southern Metropolitan",5943
"5545","South Melbourne","22A Cobden St",2,"h",930000,"SP","Cayzer",2017-02-11,2.1,3205,2,1,0,115,76,1900,"Port Phillip",-37.8345,144.9685,"Southern Metropolitan",5943
"5546","South Melbourne","119 Park St",2,"u",6e+05,"S","Greg",2016-11-12,2.1,3205,2,1,1,0,NA,NA,"Port Phillip",-37.834,144.9665,"Southern Metropolitan",5943
"5547","South Melbourne","25 Cobden St",3,"h",1200000,"VB","Greg",2016-08-13,2.1,3205,3,2,0,113,120,1910,"Port Phillip",-37.8346,144.9688,"Southern Metropolitan",5943
"5548","South Melbourne","54b Napier St",2,"u",612000,"S","Greg",2016-05-14,2.1,3205,2,1,1,0,NA,NA,"Port Phillip",-37.8346,144.9673,"Southern Metropolitan",5943
"5549","South Melbourne","6b Napier St",1,"u",380000,"VB","Cayzer",2016-10-15,2.1,3205,1,1,1,0,NA,1960,"Port Phillip",-37.8342,144.9679,"Southern Metropolitan",5943
"5550","South Melbourne","16 Tribe St",3,"h",2e+06,"S","Cayzer",2016-10-15,2.1,3205,3,2,1,161,141,1890,"Port Phillip",-37.8383,144.9499,"Southern Metropolitan",5943
"5551","South Melbourne","14/182 Albert Rd",2,"u",1500000,"VB","Greg",2016-04-16,2.1,3205,2,2,2,0,NA,2004,"Port Phillip",-37.8369,144.968,"Southern Metropolitan",5943
"5552","South Melbourne","50 Bridport St",2,"h",2e+06,"PI","Greg",2016-04-16,2.1,3205,2,2,1,141,150,1900,"Port Phillip",-37.8389,144.9612,"Southern Metropolitan",5943
"5553","South Melbourne","203/196 Albert Rd",2,"u",1050000,"VB","Marshall",2016-09-17,2.1,3205,2,2,2,0,122,2001,"Port Phillip",-37.8372,144.9672,"Southern Metropolitan",5943
"5554","South Melbourne","481 City Rd",2,"h",1100000,"VB","Greg",2016-09-17,2.1,3205,2,1,2,185,NA,NA,"Port Phillip",-37.8337,144.9507,"Southern Metropolitan",5943
"5555","South Melbourne","24 Lyell St",3,"h",1250000,"VB","Greg",2016-09-17,2.1,3205,3,2,1,108,125,1890,"Port Phillip",-37.8363,144.9509,"Southern Metropolitan",5943
"5556","South Melbourne","248 Montague St",3,"h",1650000,"VB","Marshall",2016-09-17,2.1,3205,3,2,0,204,195,1890,"Port Phillip",-37.8357,144.9531,"Southern Metropolitan",5943
"5557","South Melbourne","58C Napier St",3,"h",770000,"S","hockingstuart",2017-03-18,2.1,3205,3,2,1,2325,NA,NA,"Port Phillip",-37.8346,144.9673,"Southern Metropolitan",5943
"5558","South Melbourne","1009/148 Wells St",2,"u",561000,"S","MICM",2017-03-18,2.1,3205,2,1,1,0,78,2001,"Port Phillip",-37.8308,144.9694,"Southern Metropolitan",5943
"5559","South Melbourne","296 Albert Rd",3,"h",1825000,"S","Marshall",2016-06-18,2.1,3205,3,2,2,151,153,1900,"Port Phillip",-37.8383,144.9632,"Southern Metropolitan",5943
"5560","South Melbourne","48 Glover St",2,"h",1200000,"VB","Greg",2016-06-18,2.1,3205,2,2,1,131,79,1890,"Port Phillip",-37.839,144.948,"Southern Metropolitan",5943
"5561","South Melbourne","301/142 Park St",3,"u",1550000,"PI","Marshall",2016-06-18,2.1,3205,3,4,2,0,230,NA,"Port Phillip",-37.8337,144.966,"Southern Metropolitan",5943
"5562","South Melbourne","93A Eastern Rd",3,"h",891000,"S","Greg",2016-11-19,2.1,3205,3,2,1,0,NA,NA,"Port Phillip",-37.8341,144.9661,"Southern Metropolitan",5943
"5563","South Melbourne","8 Fitzpatrick St",3,"t",1450000,"S","Cayzer",2016-11-19,2.1,3205,3,2,1,146,NA,NA,"Port Phillip",-37.8331,144.9665,"Southern Metropolitan",5943
"5564","South Melbourne","1/295 Clarendon St",2,"u",1360000,"S","Cayzer",2016-05-22,2.1,3205,2,1,2,0,NA,NA,"Port Phillip",-37.8335,144.9611,"Southern Metropolitan",5943
"5565","South Melbourne","46 Cobden St",3,"h",1390000,"PI","Greg",2016-05-22,2.1,3205,3,2,1,138,138,1998,"Port Phillip",-37.8351,144.9675,"Southern Metropolitan",5943
"5566","South Melbourne","18a Iffla St",4,"h",1615000,"S","Marshall",2016-05-22,2.1,3205,4,3,2,577,220,2009,"Port Phillip",-37.8357,144.9502,"Southern Metropolitan",5943
"5567","South Melbourne","5/182 Albert Rd",1,"u",480000,"S","hockingstuart",2016-04-23,2.1,3205,1,1,1,0,NA,2004,"Port Phillip",-37.8369,144.968,"Southern Metropolitan",5943
"5568","South Melbourne","10 Coote St",3,"t",1185000,"S","Parkinson",2016-04-23,2.1,3205,3,2,1,111,3,NA,"Port Phillip",-37.8341,144.9541,"Southern Metropolitan",5943
"5569","South Melbourne","372 Dorcas St",3,"h",2300000,"S","RT",2016-09-24,2.1,3205,3,2,2,0,260,1877,"Port Phillip",-37.8352,144.952,"Southern Metropolitan",5943
"5570","South Melbourne","16 Glover St",3,"h",1720000,"S","Cayzer",2017-02-25,2.1,3205,3,1,0,130,NA,NA,"Port Phillip",-37.8398,144.9493,"Southern Metropolitan",5943
"5571","South Melbourne","1107/50 Albert Rd",1,"u",320000,"VB","Dingle",2016-11-27,2.1,3205,1,1,0,0,NA,NA,"Port Phillip",-37.8341,144.9713,"Southern Metropolitan",5943
"5572","South Melbourne","5/38 Bank St",3,"u",742000,"SP","Greg",2016-11-27,2.1,3205,3,2,2,0,90,2003,"Port Phillip",-37.8319,144.9682,"Southern Metropolitan",5943
"5573","South Melbourne","164 Cecil St",3,"h",2075000,"S","Marshall",2016-11-27,2.1,3205,3,2,0,141,163,1890,"Port Phillip",-37.8333,144.9576,"Southern Metropolitan",5943
"5574","South Melbourne","52 Eastern Rd",3,"h",2525000,"S","Marshall",2016-11-27,2.1,3205,3,2,1,234,NA,1863,"Port Phillip",-37.8355,144.9663,"Southern Metropolitan",5943
"5575","South Melbourne","116/88 Park St",2,"u",560000,"SP","Buxton",2016-07-30,2.1,3205,2,2,1,0,NA,NA,"Port Phillip",-37.8331,144.9683,"Southern Metropolitan",5943
"5576","South Melbourne","72/1 Sandilands St",2,"u",690000,"VB","Cayzer",2016-07-30,2.1,3205,2,2,2,0,NA,NA,"Port Phillip",-37.8361,144.9682,"Southern Metropolitan",5943
"5577","South Yarra","11/276 Domain Rd",1,"u",430000,"S","hockingstuart",2016-09-03,3.3,3141,2,1,1,0,NA,1970,"Stonnington",-37.8351,144.9909,"Southern Metropolitan",14887
"5578","South Yarra","5/38 MacFarlan St",2,"u",722000,"SP","Jellis",2016-09-03,3.3,3141,2,1,1,0,86,2003,"Stonnington",-37.8393,144.9886,"Southern Metropolitan",14887
"5579","South Yarra","301/89 River St",2,"u",930000,"S","hockingstuart",2016-09-03,3.3,3141,2,2,2,0,NA,2000,"Stonnington",-37.8361,144.9966,"Southern Metropolitan",14887
"5580","South Yarra","18/34 Rockley Rd",1,"u",467500,"SP","McGrath",2016-09-03,3.3,3141,1,1,1,0,NA,NA,"Stonnington",-37.8363,145.0003,"Southern Metropolitan",14887
"5581","South Yarra","9/10 Tivoli Rd",2,"u",475000,"PI","Buxton",2016-09-03,3.3,3141,2,1,0,0,NA,NA,"Stonnington",-37.8391,144.9984,"Southern Metropolitan",14887
